Issue Type	Issue key	Issue id	Summary	Assignee	Assignee Id	Priority	Status	Custom field (Dev Team)	Labels	Labels	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Custom field (Stage)	Created	Custom field (Flagged)	Reporter	Reporter Id	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Custom field (Severity)	Resolved	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Support Severity)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Root cause)	Custom field (Solution)	Custom field (Solution)	Custom field (Solution)	Custom field (Solution)	Updated	Custom field (Request Type)	Custom field (User job to be done)	Custom field (Cluster)	Custom field (Cluster)	Custom field (Urgency)	Custom field (Urgency)	Custom field (Urgency)	Custom field (Customer)	Custom field (Reason)	Custom field (Reason)	Custom field (Analysis1)	Custom field (Analysis2)	Custom field (Analysis3)	Custom field (Exclude from Analysis)	Custom field (Runbook)	Custom field (Chance of reoccurrence)	Custom field (Chance of Reoccurrence)
Support Request	THQ-1215	243596	[AllSaints] Orders payment not injecting is Retailer's ERP system			Medium	Done									19/Jun/25 6:17 AM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								19/Jun/25 9:13 AM							Seems to have been a transient error. The retailer confirmed it was resolved. 						05/Nov/25 5:30 PM				Order Data		High		AllSaints					AnotherTeam	Yes			N/A
Support Request	THQ-1213	243588	[Untuckit] Offline orders not created in NOM 	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									18/Jun/25 10:28 PM		Ankita Dubey	631627f58d88ec800fbf5779								07/Jul/25 10:35 AM							"The customer raised a question about offline orders not being visible in NOM. After a thorough investigation on our end we concluded that we cannot see these orders ever being injected into HQ domain to begin with. We did some more digging and found that likely these orders would go through Adyen Terminal -> Team FinOps -> Team Selling -> ... before reaching Team HQ, so we suggested checking in with those prior teams whether they can see those orders reaching NewStore.

Eventually (after communicating above findings) we have not heard back from the customer for a whole working week and had to close the THQ ticket due to inactivity."						05/Nov/25 5:22 PM				Order Data		High		Untuckit	Offline_Orders		MissingOrder	OfflineOrder					Low
Support Request	THQ-1202	243456	[clarks] - Error in the order status logs for "OnHold" Status			Medium	Done									17/Jun/25 9:34 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								08/Jul/25 10:32 AM							"Unclear. Seems like the customer did not come back to the issue.
Right now we are displaying errors in the interface for carrier related issues. It might be that it is clearer and instead of reaching out to NewStore they can reach out directly to Easypost for example.

For now we can close it. "						05/Nov/25 10:30 AM				Routing		High		Clarks	Delivery		OnHoldReasonNotAccurate						High
Support Request	THQ-1201	243447	Enable ThirdPartyPromotionEngine config for lego-sandbox on production	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Medium	Done									16/Jun/25 10:31 PM		Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af								17/Jun/25 11:49 PM							Part of enabling third party promotion engine for a tenant requires a config change to be made in promotion's config service that then needs a deployment.						04/Nov/25 5:28 PM				Promotions				LEGO	Configuration		PromotionsTurnOnFeature						High
Support Request	THQ-1200	243442	[clarks] - Cancelling old orders not in final state			Medium	Done									16/Jun/25 5:50 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								01/Aug/25 2:54 PM							"Not investigated. Ticket was closed before reaching it. 
From Clarks it was mentioned that: 
”Thats ok please close this ticket down as i can see the business can cancel these items down themself.”"						05/Nov/25 5:18 PM				Order Data		High		Clarks			CannotCancelOrder		Request				Zero
Support Request	THQ-1189	243346	[Roots] Easypost issues	Florent Peterschmitt	61dbef5aa54af90069bb001b	Medium	Done									13/Jun/25 5:05 PM		Stefan Busnita	712020:84c1edb6-0668-42f2-86d1-bd131c6c935d								17/Jun/25 11:44 AM							Delivery v2 changed how products there passed to easypost. Only one item per product code was passed to easypost.						05/Nov/25 12:46 PM				Fulfill Orders		High		Roots	Delivery		EasypostNoQuantityInCustom						Low
Support Request	THQ-1188	243344	[jewells] - Issue with Easypost Royal Mail	Odei Breton	712020:a018aba6-be39-4f96-9270-3c78afad725c	Critical	Done									13/Jun/25 4:45 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								26/Jun/25 11:11 AM							Before this change the item weights were being forwarded to EasyPost without unit conversion. EasyPost expects ounces and some products in catalog define the product weight with different units. The item weights are now converted to ounces before forwarding calls to EasyPost.						05/Nov/25 12:45 PM				Fulfill Orders		Critical		Jewells	Delivery		EasypostRoyalMail						Zero
Support Request	THQ-1187	243329	[Jewells] Easypost error weight mismatch sent from easypost adapter to service provider			Medium	Done									13/Jun/25 3:35 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								04/Jul/25 10:46 AM							Weight problems were fixed as part of other tickets. It was a long standing bug.						05/Nov/25 12:46 PM				Fulfill Orders		Medium		Jewells	unexpected_behavior		EasypostWeight						Zero
Support Request	THQ-1186	243319	[zimmerman-staging | zimmerman-sandbox] - Size display order	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Medium	Done									13/Jun/25 2:37 PM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								15/Jul/25 2:35 PM							Sort update applied						04/Nov/25 3:53 PM				Catalog		Medium		Zimmermann	Sorting		CatalogUpdateSize&Sorting						High
Support Request	THQ-1176	243267	[Funko] Questions over external OMS payment capture method	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Critical	Done									12/Jun/25 11:58 PM		Andrew Bright	627e4e316ba8640069cffb0d								14/Aug/25 2:25 PM							"Receipt rendering is heavy using HTML to PDF to Image. 

One option would be to use printer level instructions. This should speed things up but would require testing and knowhow "						05/Nov/25 5:33 PM				Order Data		High		Funko	Receipt_Printing				Question	Yes			High
Support Request	THQ-1158	243211	[zimmermann-sandbox] - Historical orders import error	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Medium	Done									12/Jun/25 6:07 PM		Vivek Bharti	5c8787bebddad83db0c4522b								08/Jul/25 3:23 PM							A database constraint violation was causing the imported records to be rejected. We've added validation and made the error response clear enough for the user to self service the correction.						05/Nov/25 10:43 AM				Order Data		High		Zimmermann	unexpected_behavior		HistoricalOrdersError						Low
Support Request	THQ-1156	243186	[adyen-sandbox] - Enable third party promotion engine for adyen-sandbox	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									12/Jun/25 11:18 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								25/Jun/25 3:38 PM							"BAU work. The customer wanted to enable Third Party Promotion Engine. The way this is designed today it requires Team HQ Engineering team's intervention, hence the support ticket. 
"						04/Nov/25 5:28 PM				Promotions		High		AllSaints	Configuration		PromotionsTurnOnFeature						High
Support Request	THQ-1143	243117	[Roots] Canada post manifests intermittently not getting generated 	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done		aa_release_v.1.71.0							10/Jun/25 8:53 PM		Noah Lunny	626f86467dd556006afbc04c								23/Oct/25 12:07 PM							"The root cause is still being investigated, this ticket is being closed due to prolonged existence on our On Hold column. 

A new ticket was created to capture the remaining investigation work here:
https://goodscloud.atlassian.net/browse/THQ-3737

It will be continued once the updated AA (v1.71) goes live."						05/Nov/25 1:22 PM				Fulfill Orders		High		Roots	Delivery	Manifest	ShipmentManifestNotGenerated						Low
Support Request	THQ-1132	243038	No Shipping Label Link generated for Order (Clarks)			Medium	Done									10/Jun/25 2:41 AM		Austin Grady	621c7d1b8a4bb60068f08be9								12/Aug/25 11:45 PM							N/A						05/Nov/25 1:22 PM				Fulfill Orders		High		Clarks			ShipmentBookingWrongLabelURL						N/A
Support Request	THQ-1097	242955	[Frame] Orders failed to book shipment and yet transitioned to printing	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									06/Jun/25 11:32 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								03/Jul/25 2:17 PM							"We've observed that the issue of orders becoming stuck follows a consistent pattern: orders are first placed on hold, and then the exception handler process was used to manually route the order to a specific location. 

Upon reviewing historical context around the Route To Specific Location feature, I found that the exception handler was originally intended as an override mechanism. It allows routing to proceed despite delivery failures or insufficient stock, essentially ignoring such validation errors.

Given this, It might be good to revisit this functionality. In particular, we should consider whether:

* Failures could be made visible to the user (rather than silently ignored), and/or
* The exception handler process could be safely re-triggered if needed.

I've created a [ticket|https://goodscloud.atlassian.net/browse/THQ-1238] to initiate this review"						05/Nov/25 8:43 AM				Fulfill Orders		High		Frame	unexpected_behavior		ShipmentBookingFailed						High
Support Request	THQ-1083	242925	[whitestuff] - Not able to reject items for orders routed to DC			Medium	Done									06/Jun/25 2:44 PM		Vivek Bharti	5c8787bebddad83db0c4522b								04/Jul/25 10:45 AM							Orders resolved on their own. Not known, no further digging was done here.						05/Nov/25 12:36 PM				Fulfill Orders		High		White Stuff	unexpected_behavior		FulfillmentRequestsCannotReject						Zero
Support Request	THQ-1081	242893	[Clarks] Orders injection failed due to bad request			Medium	Done									06/Jun/25 8:13 AM		Ankita Dubey	631627f58d88ec800fbf5779								18/Jul/25 10:28 AM							"It is currently unclear. Resolved by retailer at integration layer.
On our side the error stated bad request, which could be part of the validation in the endpoint. 
Most likely (like in the past) such issues were fixed by checking in detail what was being sent. "						04/Nov/25 4:47 PM				Order Injection		High		Clarks			OrderInjectionFails	BadRequest					Low
Support Request	THQ-1077	242881	Missing RewardId on Order.Opened Event - Zimmermann-staging			Critical	Triage									06/Jun/25 4:05 AM		Richard Williams	61026b6da539cb006846112e																					05/Nov/25 6:58 PM				EventStream		High		Zimmermann			EventsMissingData						High
Support Request	THQ-1074	242866	Rate_error from UPS EasyPost account (5SN)	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Critical	Done									05/Jun/25 7:10 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								17/Jun/25 12:14 AM							Product details in catalog that are used to populate customs information in EasyPost booking were missing.						05/Nov/25 12:47 PM				Fulfill Orders		High		5SN	Delivery		EasypostErrorRate						High
Support Request	THQ-1073	242863	[Jewells-staging] failing for easypost adapter exception error - problem_detail=json.dumps(response.response_json))	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									05/Jun/25 6:29 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								01/Jul/25 3:19 PM							Duplicate of another ticket. 						05/Nov/25 12:47 PM				Order Injection		High		Jewells	EasyPost		EasypostError						Zero
Support Request	THQ-1072	242853	[RMWilliams prod and staging] Retailer's IT department has requested to get IP address from email sender info	Ajay Divakaran	712020:dc35510b-aa24-4a52-ae38-2e02e4b022af	Medium	Done									05/Jun/25 3:22 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								12/Jun/25 11:10 PM							Customer query about IP address and domain name whitelisting for email service						04/Nov/25 4:55 PM				No Classification Available		Medium		RM Williams	Email		EmailNotifications	SenderIPAddress	Request				N/A
Support Request	THQ-1063	242822	[Roots] Inventory Discrepancy Between NewStore and SFCC	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									05/Jun/25 7:47 AM		Ankita Dubey	631627f58d88ec800fbf5779								03/Jul/25 2:18 PM							"Run the runbook: 
https://goodscloud.atlassian.net/wiki/spaces/HQ/pages/4909400066/Recalculate+ATP

Known issue. Long term solution addressed through this RFC:
https://goodscloud.atlassian.net/wiki/spaces/HQ/pages/5420941314/RFC+Stock+ATP+Numbers+-+Single+Source+of+Truth"						05/Nov/25 8:41 AM				Stock		High		Roots	ATP		SOH<>StockLevels						High
Support Request	THQ-1059	242789	[Clarks] Instore order (EA orders) stuck in routing due to missing payment information, request for order cancellations			Medium	Done									04/Jun/25 4:02 PM		Jorge Yip	60d5c928b1f93b0069c6fe6e								04/Jul/25 10:42 AM							Not clear. A meeting too place between Clarks and NewStore and the case was considered to be closed.						05/Nov/25 10:12 AM				Order Data		High		Clarks	N/A		OrderStuck	Routing					Low
Support Request	THQ-1058	242787	[Clarks] Orders stuck in routing most likely due to missing payment, need to request cancellation	Marek Stasikowski	712020:794036c3-3af3-4b00-bf37-8c6a9144f28c	Medium	Done									04/Jun/25 3:45 PM	Impediment	Jorge Yip	60d5c928b1f93b0069c6fe6e								02/Jul/25 1:34 PM							old blind return orders are inadvertently picked up by C&C logic, which prevents cancellation if it's in-store with all products fulfilled						05/Nov/25 10:12 AM				Order Data		High		Clarks	cancellation		OrderStuck	Routing					Low
Support Request	THQ-1051	242753	[Burton] - Booking Delivery Unexpected Error	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									04/Jun/25 11:40 AM		Simon Theisse	712020:50762d09-52c0-4d65-be9d-93f32a7c681e								27/Jun/25 4:47 PM							Turned out to be issues with customer's own custom Delivery adapter and their payload customisation code.						05/Nov/25 8:43 AM				Fulfill Orders		High		Burton	Custom_Adapter	Delivery	ShipmentBookingFailed	Error					Zero
Support Request	THQ-1049	242733	[Clarks] Order stuck in pending	Mark Narvidas	712020:f4a3833e-694b-4f6e-8ce6-ff3e938b0e80	Medium	Done									04/Jun/25 8:18 AM		Ankita Dubey	631627f58d88ec800fbf5779								19/Jun/25 12:05 PM							"Confirmed by the customer to have been a problem on their Custom Adapter end (i.e. code outside of NewStore). 

We provided additional information which helped them troubleshoot and fix it on their end."						05/Nov/25 10:12 AM				Routing		High		Clarks	Delivery	Order_Discrepancy	OrderStuck	Pending					Low
Support Request	THQ-1044	242710	Clarks - Graphql is not updating after profile update API call			Medium	Triage									03/Jun/25 6:10 PM		Vivek Bharti	5c8787bebddad83db0c4522b																					05/Nov/25 3:51 PM				Order Data		Medium		Clarks			GraphQLNOMMismatch						
Support Request	THQ-1042	242703	[veja] update custom sort on production	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									03/Jun/25 4:16 PM		Brandon Wargo	5c07e33c9d4db33a1f658dc9								02/Jul/25 2:19 PM							This is a crucial part of store onboarding that is handled by a support ticket.						04/Nov/25 3:53 PM				Catalog		Medium		Veja	Configuration		CatalogUpdateSize&Sorting						High
Support Request	THQ-1032	242652	[CTShirts] Create Adjustment API created orphan SKU record	Ra-el Peters	712020:11204680-50be-4775-b04b-e5cee39caab6	Medium	Done									03/Jun/25 12:38 AM		Andrew Bright	627e4e316ba8640069cffb0d								28/Aug/25 10:40 AM							Confusion over how the system works with Stock Adjustments						05/Nov/25 4:01 PM				Receive/Transfer/Adjust Inventory		High		Charles Tyrwhitt	lack_of_validation		CreateAdjustmentUnexpectedBehavior						Zero
Support Request	THQ-1024	242560	[Leays] Unexpected Behavior in Order Fulfillment Workflow			Medium	Done									30/May/25 5:42 PM		Oyinloluwa Olatunji	627e4e3466eb58006980c1d3								08/Aug/25 11:15 AM							Unknown. Retailer reported order was moved. This seems to be a fulfillment problem						05/Nov/25 2:29 PM				Routing		High		Leays			RoutingUnexpectedBehavior						Low
Support Request	THQ-1023	242554	[Roots] AA Fulfillment 'In Progress' counter is inaccurate 	Tuomas Nylund	712020:7285fb2b-dc93-4ac6-b5ab-4bd8075176c2	Medium	Done									30/May/25 3:33 PM		Noah Lunny	626f86467dd556006afbc04c								03/Jun/25 10:41 AM							"The root cause is still at large, and is the root cause of this (and several other tickets we have seen). We know that the projection and event data goes out of sync occasionally.

Read more:
https://goodscloud.atlassian.net/wiki/spaces/HQ/pages/5490606084/Store+Fulfillment+Event+Sourcing+-+Rebuilding+a+Projection"						05/Nov/25 12:37 PM				Fulfill Orders		High		Roots	Data_Synchronisation	Projection	FulfillmentRequestsWrongNumber						Low
Support Request	THQ-1019	242514	[Frame] Easpost Webhook Endpoint failing for to POST to webhook URL https://easypost.delivery.c.p.newstore.net/frame/update			Medium	Done									29/May/25 10:24 PM		PagerDuty	557058:3a56cb63-a64c-4692-b28a-630198427625								02/Jun/25 12:07 PM							""The customer removed newstore credentials in their easypost-adapter configuration." - as diagnosed by Flo.

